Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Married,Over 23 y/o,1,Agronomy,Daytime,Basic 3rd cycle,133.1,Portuguese,Basic 1st cycle,Basic 3rd cycle,Unskilled workers,Admin staff,140.0,No,No,Yes,Yes,Female,No,29,No,0,6,11,5,12.6,0,0,6,6,6,12.666666666666666,0,11.1,0.6,2.02,Graduate
Single,Tech diploma,1,Management,Daytime,Tech spec,130.0,Portuguese,Basic 3rd cycle,Sec Ed - 12th,Unskilled workers,Technicians,130.0,No,No,No,Yes,Female,Yes,20,No,4,7,8,7,13.0,0,2,5,5,5,13.4,0,11.1,0.6,2.02,Graduate
Single,2nd phase - general,2,Nursing,Daytime,Sec Ed - 12th,140.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,132.5,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,14.316666666666668,0,0,7,7,6,14.316666666666668,0,7.6,2.6,0.32,Graduate
Single,1st phase - general,1,Vet Nursing,Daytime,Sec Ed - 12th,124.0,Portuguese,Bachelor,Sec Ed - 12th,Admin staff,Military,117.4,Yes,No,No,Yes,Female,No,19,No,0,5,7,4,12.75,0,0,5,5,5,12.0,0,10.8,1.4,1.74,Graduate
Single,1st phase - general,3,Management,Daytime,Sec Ed - 12th,115.0,Portuguese,Sec Ed - 12th,Basic 2nd cycle,Technicians,Machine operators,109.8,Yes,No,No,Yes,Female,Yes,19,No,0,5,5,5,13.4,0,0,5,5,5,12.6,0,8.9,1.4,3.51,Graduate
Single,Over 23 y/o,1,Social Service (evening),Evening,Sec Ed - 12th,100.0,Portuguese,Other 11th,Doctorate,Unskilled workers,Admin staff,116.5,No,No,Yes,No,Female,No,37,No,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
Single,1st phase - general,2,Vet Nursing,Daytime,Sec Ed - 12th,162.0,Portuguese,Basic 1st cycle,Sec Ed - 12th,Unskilled workers,Unskilled workers,165.2,Yes,No,No,Yes,Female,Yes,18,No,0,5,6,4,15.75,0,0,5,5,5,13.8,0,10.8,1.4,1.74,Graduate
Single,1st phase - general,1,Basic Education,Daytime,Sec Ed - 12th,121.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Skilled workers,Skilled workers,113.0,Yes,No,No,Yes,Female,No,21,No,0,6,9,5,12.4,0,0,6,11,1,11.0,0,12.7,3.7,-1.7,Dropout
Single,2nd phase - general,1,Social Service,Daytime,Sec Ed - 12th,125.0,Portuguese,Sec Ed - 12th,Basic 2nd cycle,Admin support,Plant/Machine operators,123.3,No,No,No,Yes,Female,Yes,19,No,0,6,8,6,11.5,0,0,6,7,6,12.333333333333334,0,12.4,0.5,1.79,Graduate
Single,2nd phase - general,2,Marketing Mgmt,Daytime,Sec Ed - 12th,123.0,Portuguese,Degree,Sec Ed - 12th,Technicians,Executives,116.7,No,No,No,Yes,Female,No,19,No,0,5,5,5,13.4,0,0,5,5,5,14.0,0,9.4,-0.8,-3.12,Graduate
Married,Over 23 y/o,1,Management (evening),Evening,Tech spec,140.0,Portuguese,Basic 2nd cycle,Basic 3rd cycle,Unskilled workers,Services/Sales,110.0,No,No,No,Yes,Female,Yes,35,No,0,5,9,3,11.666666666666666,0,0,5,7,5,11.8,0,12.7,3.7,-1.7,Enrolled
Married,Over 23 y/o,1,Nursing,Daytime,Sec Ed - 12th,133.1,Portuguese,Basic 1st cycle,Basic 2nd cycle,Unskilled workers,Machine operators,118.9,No,No,No,Yes,Female,No,30,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Change course,2,Journalism,Daytime,Sec Ed - 12th,120.0,Portuguese,Unknown,Unknown,Student,Student,103.6,Yes,No,No,Yes,Female,No,27,No,4,8,11,7,13.285714285714286,0,4,7,13,5,11.6,0,9.4,-0.8,-3.12,Dropout
Married,1st phase - general,1,Tourism,Daytime,Sec Ed - 12th,136.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,122.7,No,No,No,Yes,Female,Yes,45,No,0,6,10,4,11.5,0,0,6,16,2,10.5,0,7.6,2.6,0.32,Dropout
Married,Over 23 y/o,1,Social Service (evening),Evening,Sec Ed - 12th,133.1,Portuguese,Basic 2nd cycle,Basic 2nd cycle,Unskilled workers,Unskilled workers,113.5,No,No,No,Yes,Female,Yes,50,No,3,9,11,8,13.25,0,2,7,8,7,11.714285714285714,0,12.7,3.7,-1.7,Graduate
Divorced,Transfer,1,Management,Daytime,Sec Ed - 12th,110.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,128.2,No,No,No,Yes,Female,No,41,No,8,14,24,11,12.25,3,5,10,12,10,13.4,0,9.4,-0.8,-3.12,Graduate
Single,Change course,1,Nursing,Daytime,Sec Ed - 12th,120.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Farmers,120.0,Yes,No,No,Yes,Female,No,26,No,0,7,8,6,12.0,0,0,7,8,6,12.0,0,7.6,2.6,0.32,Enrolled
Single,Over 23 y/o,1,Agronomy,Daytime,Basic 3rd cycle,133.1,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,130.0,No,No,No,Yes,Female,No,44,No,0,6,10,1,12.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
Facto Union,Other higher courses,1,Management,Daytime,Degree (1st cycle),110.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,110.0,No,No,No,Yes,Female,No,23,No,10,15,15,13,10.923076923076923,0,5,10,10,7,11.142857142857142,0,15.5,2.8,-4.06,Graduate
Single,Change inst/course,1,Biofuel Tech,Daytime,Sec Ed - 12th,130.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Unskilled workers,Unskilled workers,117.7,No,No,No,Yes,Female,No,34,No,10,12,12,10,12.0,0,5,10,11,5,11.0,0,11.1,0.6,2.02,Dropout
Single,1st phase - general,1,Management,Daytime,Sec Ed - 12th,102.0,Portuguese,Basic 2nd cycle,Basic 2nd cycle,Unskilled workers,Unskilled workers,99.6,Yes,No,No,Yes,Female,Yes,21,No,0,5,10,5,13.714285714285714,0,0,5,7,5,14.4,0,11.1,0.6,2.02,Graduate
Single,Change course,3,Management,Daytime,Sec Ed - 12th,127.0,Angolan,Degree,Basic 1st cycle,Technicians,Technicians,117.9,Yes,No,No,Yes,Female,No,22,Yes,0,5,8,1,10.0,0,0,5,8,2,13.0,0,7.6,2.6,0.32,Dropout
Divorced,Over 23 y/o,1,Social Service (evening),Evening,Sec Ed - 12th,133.1,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Machine operators,113.0,No,No,No,Yes,Female,Yes,32,No,0,6,18,2,10.333333333333334,0,0,6,7,6,11.5,0,16.2,0.3,-0.92,Graduate
Single,2nd phase - general,2,Oral Hygiene,Daytime,Sec Ed - 12th,137.0,Brazilian,Sec Ed - 12th,Sec Ed - 12th,Skilled workers,Skilled workers,124.4,Yes,No,No,Yes,Female,No,20,Yes,0,7,8,7,12.728571428571428,0,0,8,8,8,14.625,0,15.5,2.8,-4.06,Graduate
Married,Other higher courses,1,Social Service (evening),Evening,Degree,130.0,Portuguese,Can't read/write,Can't read/write,Other,Other,140.0,No,No,No,No,Female,No,59,No,10,15,22,12,13.333333333333334,0,8,8,8,8,12.875,0,10.8,1.4,1.74,Dropout
Married,Short cycle diploma,1,Management,Daytime,Prof higher tech,130.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Industry workers,Sellers,132.4,No,No,No,Yes,Female,No,30,No,6,11,20,9,12.22222222222222,0,3,9,16,9,11.6,0,8.9,1.4,3.51,Enrolled
Single,1st phase - general,4,Tourism,Daytime,Sec Ed - 12th,131.0,Portuguese,Basic 2nd cycle,Can read (no school),Unskilled workers,Unskilled workers,124.0,Yes,No,No,Yes,Female,Yes,18,No,0,6,7,6,11.333333333333334,0,0,6,9,6,10.833333333333334,0,9.4,-0.8,-3.12,Graduate
Married,Over 23 y/o,1,Management (evening),Evening,Sec Ed - 12th,162.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Farmers,132.0,No,No,Yes,Yes,Male,No,25,No,0,5,8,4,11.0,0,0,5,7,4,12.0,0,7.6,2.6,0.32,Enrolled
Divorced,Change course,1,Management (evening),Evening,Sec Ed - 12th,140.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Services/Sales,Services/Sales,149.8,No,No,No,Yes,Male,No,36,No,0,5,5,5,13.8,0,0,5,6,5,13.8,0,12.7,3.7,-1.7,Graduate
Single,Other higher courses,1,Oral Hygiene,Daytime,Master (2nd),160.0,Portuguese,Basic 2nd cycle,Basic 3rd cycle,Unskilled workers,Unskilled workers,160.0,No,No,No,Yes,Male,No,36,No,0,7,16,1,12.0,0,0,7,13,0,0.0,1,11.1,0.6,2.02,Dropout
Single,2nd phase - general,6,Marketing Mgmt,Daytime,Sec Ed - 12th,117.0,Portuguese,Basic 2nd cycle,Basic 3rd cycle,Student,Executives,114.6,No,No,No,No,Male,No,19,No,0,6,9,4,11.25,0,0,6,11,3,10.166666666666666,0,10.8,1.4,1.74,Dropout
Single,Over 23 y/o,1,Management (evening),Evening,Sec Ed - 12th,150.0,Portuguese,Sec Ed - 12th,Basic 1st cycle,Admin staff,Farmers,120.0,No,No,No,Yes,Male,No,25,No,0,5,6,4,10.5,0,0,5,6,5,12.0,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 y/o,1,Agronomy,Daytime,Basic 3rd cycle,133.1,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Skilled workers,100.0,No,No,No,Yes,Male,No,35,No,17,18,20,18,11.555555555555555,0,11,13,13,13,11.615384615384617,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general,1,Social Service,Daytime,Sec Ed - 12th,125.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Services/Sales,Services/Sales,128.5,No,No,No,Yes,Male,No,20,No,0,6,13,1,14.0,0,0,6,7,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Over 23 y/o,1,Agronomy,Daytime,Sec Ed - 12th,130.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Skilled workers,113.0,Yes,No,No,No,Male,No,35,No,0,6,17,1,13.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,1st phase - general,1,Social Service,Daytime,Sec Ed - 12th,170.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Student,Student,150.8,Yes,No,No,Yes,Female,No,27,No,0,6,13,2,11.0,0,0,6,14,1,11.0,0,7.6,2.6,0.32,Dropout
Single,2nd phase - general,3,Nursing,Daytime,Sec Ed - 12th,132.0,Portuguese,Basic 3rd cycle,Degree,Unskilled workers,Services/Sales,130.8,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,13.68142857142857,0,0,8,8,7,13.68142857142857,0,10.8,1.4,1.74,Enrolled
Single,Change course,1,Nursing,Daytime,Sec Ed - 12th,133.1,Portuguese,Basic 2nd cycle,Basic 3rd cycle,Unskilled workers,Military,114.5,No,No,No,Yes,Female,No,23,No,0,7,11,6,12.1,0,0,7,7,6,12.616666666666667,0,16.2,0.3,-0.92,Enrolled
Single,2nd phase - general,2,Social Service (evening),Evening,Sec Ed - 12th,120.0,Portuguese,Basic 3rd cycle,Sec Ed - 12th,Services/Sales,Military,114.8,Yes,No,No,Yes,Female,No,19,No,0,6,8,4,10.5,0,0,6,8,4,11.25,0,10.8,1.4,1.74,Graduate
Single,2nd phase - general,2,Nursing,Daytime,Sec Ed - 12th,126.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Skilled workers,Skilled workers,126.2,Yes,No,No,Yes,Female,Yes,18,No,0,7,10,5,11.94,0,0,7,8,6,12.8,0,11.1,0.6,2.02,Enrolled
Single,Over 23 y/o,1,Nursing,Daytime,Sec Ed - 12th,130.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Technicians,Skilled workers,129.0,No,No,Yes,No,Female,No,26,No,0,7,11,4,12.86,0,0,7,10,5,11.566666666666668,0,12.4,0.5,1.79,Dropout
Single,2nd phase - general,1,Social Service,Daytime,Sec Ed - 12th,133.1,Portuguese,Sec Ed - 12th,Basic 2nd cycle,Unskilled workers,Skilled workers,110.5,No,No,No,Yes,Female,No,19,No,0,6,10,6,14.25,0,0,6,7,6,14.0,0,16.2,0.3,-0.92,Graduate
Single,1st phase - general,5,Nursing,Daytime,Sec Ed - 12th,141.0,Portuguese,Basic 2nd cycle,Basic 3rd cycle,Skilled workers,Skilled workers,132.5,Yes,No,No,No,Female,No,19,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,1st phase - general,1,Multimedia Design,Daytime,Sec Ed - 12th,138.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Services/Sales,Executives,130.7,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,2nd phase - general,1,Nursing,Daytime,Sec Ed - 12th,130.0,Portuguese,Basic 3rd cycle,Sec Ed - 12th,Unskilled workers,Skilled workers,130.4,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,7,13.894285714285711,0,0,8,8,8,14.3625,0,11.1,0.6,2.02,Graduate
Single,2nd phase - general,1,Nursing,Daytime,Sec Ed - 12th,128.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Machine operators,124.3,Yes,No,No,Yes,Female,Yes,19,No,0,7,8,7,13.46875,0,0,8,8,8,13.31375,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general,4,Vet Nursing,Daytime,Sec Ed - 12th,135.0,Portuguese,Basic 2nd cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,132.6,Yes,No,No,Yes,Female,Yes,19,No,0,5,5,5,13.6,0,0,5,5,5,14.6,0,10.8,1.4,1.74,Graduate
Single,Tech diploma,1,Social Service (evening),Evening,Tech spec,150.0,Portuguese,Sec Ed - 12th,Basic 1st cycle,Unskilled workers,Skilled workers,146.7,No,No,No,Yes,Female,Yes,21,No,3,6,6,6,14.666666666666666,0,2,6,6,6,13.833333333333334,0,12.4,0.5,1.79,Graduate
Single,1st phase - general,3,Journalism,Daytime,Sec Ed - 12th,135.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Technicians,Services/Sales,130.1,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.666666666666666,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,Graduate
Married,Change course,1,Tourism,Daytime,Degree,120.0,Portuguese,Basic 2nd cycle,Basic 1st cycle,Unskilled workers,Technicians,120.0,Yes,No,No,Yes,Female,No,33,No,9,12,22,10,13.3,0,9,11,11,11,13.727272727272728,0,9.4,-0.8,-3.12,Graduate
Single,Other higher courses,1,Social Service (evening),Evening,Degree,120.0,Portuguese,Basic 3rd cycle,Basic 1st cycle,Services/Sales,Technicians,121.3,No,No,No,Yes,Female,No,32,No,7,11,13,11,13.454545454545457,0,5,11,13,7,12.428571428571429,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general,6,Nursing,Daytime,Sec Ed - 12th,140.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Executives,Admin staff,133.3,Yes,No,No,Yes,Female,Yes,17,No,0,8,8,8,13.41625,0,0,8,8,8,13.41625,0,9.4,-0.8,-3.12,Graduate
Married,Over 23 y/o,1,Nursing,Daytime,Sec Ed - 12th,140.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Unskilled workers,Skilled workers,110.5,No,No,No,Yes,Female,No,31,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,Dropout
Married,Over 23 y/o,1,Social Service (evening),Evening,Sec Ed - 12th,140.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Unskilled workers,Skilled workers,102.5,No,No,No,Yes,Female,Yes,32,No,0,6,6,6,11.333333333333334,0,0,6,8,5,13.0,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general,2,Vet Nursing,Daytime,Sec Ed - 12th,156.0,Portuguese,Degree (1st cycle),Degree (1st cycle),Technicians,Skilled workers,150.9,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,16.0,0,0,6,10,6,14.625,0,11.1,0.6,2.02,Dropout
Single,Change inst/course,1,Comm Design,Daytime,Other 11th,133.1,Portuguese,Basic 1st cycle,Basic 3rd cycle,Technicians,Skilled workers,106.6,No,No,Yes,Yes,Female,No,31,No,2,6,8,5,11.0,0,4,6,12,6,10.166666666666666,0,8.9,1.4,3.51,Enrolled
Single,1st phase - general,1,Tourism,Daytime,Sec Ed - 12th,120.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Unskilled workers,Military,118.3,No,No,No,Yes,Male,No,20,No,0,6,8,6,12.857142857142858,0,0,6,9,5,12.4,0,8.9,1.4,3.51,Enrolled
Single,Change course,1,Management (evening),Evening,Sec Ed - 12th,100.0,Portuguese,Degree,Basic 3rd cycle,Executives,Executives,117.9,No,No,No,No,Male,No,40,No,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
Married,1st phase - general,1,Management (evening),Evening,Sec Ed - 12th,120.0,Portuguese,Basic 1st cycle,Basic 3rd cycle,Unskilled workers,Unskilled workers,135.0,Yes,No,No,Yes,Male,No,32,No,0,5,5,5,14.8,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate
Single,Other higher courses,1,Informatics Eng,Daytime,Degree,120.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Executives,Executives,120.0,No,No,No,No,Male,No,40,No,1,5,7,1,13.0,0,2,5,5,2,14.0,0,12.7,3.7,-1.7,Dropout
Single,1st phase - general,1,Multimedia Design,Daytime,Sec Ed - 12th,172.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Admin staff,Unskilled workers,167.1,No,No,No,Yes,Male,Yes,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate
Single,Change course,1,Management (evening),Evening,Sec Ed - 12th,120.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,115.8,No,No,Yes,No,Male,No,28,No,4,9,14,4,10.0,0,1,6,6,1,10.0,0,12.7,3.7,-1.7,Dropout
Single,Madeira,2,Comm Design,Daytime,Sec Ed - 12th,137.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Technicians,Executives,141.2,Yes,No,Yes,Yes,Male,No,19,No,0,6,11,5,11.2,0,0,6,7,6,12.0,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general,1,Journalism,Daytime,Sec Ed - 12th,117.0,Portuguese,Sec Ed - 12th,Basic 1st cycle,Services/Sales,Unskilled workers,118.4,No,No,No,Yes,Male,Yes,19,No,0,6,8,6,11.833333333333334,0,0,6,11,3,13.0,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general,6,Management,Daytime,Sec Ed - 12th,142.0,Portuguese,Basic 2nd cycle,Basic 1st cycle,Skilled workers,Skilled workers,134.3,No,Yes,No,Yes,Male,No,21,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout
Single,2nd phase - general,4,Management,Daytime,Sec Ed - 12th,135.0,Portuguese,Basic 3rd cycle,Sec Ed - 12th,Student,Admin staff,128.7,Yes,No,No,Yes,Male,No,22,No,0,5,8,2,10.5,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
Single,2nd phase - general,3,Informatics Eng,Daytime,Sec Ed - 12th,115.0,Portuguese,Degree,Sec Ed - 12th,Technicians,Technicians,116.1,Yes,No,No,No,Male,No,18,No,0,5,8,5,12.5,0,0,5,7,5,13.571428571428571,0,12.4,0.5,1.79,Dropout
Single,Over 23 y/o,1,Multimedia Design,Daytime,Sec Ed - 12th,110.0,Portuguese,Other 11th,Degree,Services/Sales,Scientists,100.0,Yes,No,No,Yes,Male,No,27,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general,1,Multimedia Design,Daytime,Sec Ed - 12th,123.0,Portuguese,Sec Ed - 12th,Degree,Scientists,Scientists,118.8,No,No,No,Yes,Male,No,19,No,4,10,10,5,11.0,0,2,7,8,2,10.0,0,8.9,1.4,3.51,Enrolled
Married,Change course,1,Management (evening),Evening,Sec Ed - 12th,140.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,130.0,Yes,No,No,Yes,Male,No,30,No,6,10,14,9,12.333333333333334,0,7,10,12,8,12.0,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 y/o,1,Equinculture,Daytime,Tech spec,150.0,Portuguese,Sec Ed - 12th,Degree,Admin staff,Executives,150.0,No,No,No,Yes,Male,No,28,No,0,6,9,0,0.0,0,0,6,8,1,10.0,1,16.2,0.3,-0.92,Dropout
Facto Union,Over 23 y/o,1,Informatics Eng,Daytime,Sec Ed - 12th,120.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,116.0,No,No,Yes,Yes,Male,Yes,34,No,0,5,14,1,17.0,0,0,5,10,2,11.0,0,9.4,-0.8,-3.12,Enrolled
Single,2nd phase - general,1,Management,Daytime,Sec Ed - 12th,110.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Admin staff,Admin staff,99.0,No,No,No,Yes,Male,No,21,No,0,5,5,5,11.0,0,0,5,11,3,11.428571428571429,0,10.8,1.4,1.74,Enrolled
Single,1st phase - general,1,Social Service,Daytime,Sec Ed - 12th,133.0,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Unskilled workers,Unskilled workers,132.0,No,No,No,Yes,Male,Yes,20,No,0,6,11,5,11.142857142857142,0,0,6,9,6,11.571428571428571,0,16.2,0.3,-0.92,Graduate
Single,Change course,1,Tourism,Daytime,Sec Ed - 12th,110.0,Portuguese,Other 11th,Basic 3rd cycle,Unskilled workers,Unskilled workers,125.0,No,No,No,No,Male,No,31,No,3,8,19,5,12.166666666666666,0,3,7,12,5,12.0,0,7.6,2.6,0.32,Dropout
Single,2nd phase - general,1,Informatics Eng,Daytime,Sec Ed - 12th,126.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Unskilled workers,Unskilled workers,116.2,No,No,Yes,No,Male,No,21,No,0,5,9,2,11.0,0,0,5,8,2,11.5,2,7.6,2.6,0.32,Dropout
Single,Over 23 y/o,2,Marketing Mgmt,Daytime,Basic 3rd cycle,133.1,Portuguese,Unknown,Unknown,Student,Student,100.0,Yes,No,No,No,Male,No,27,No,0,5,8,1,11.0,0,0,5,6,3,10.666666666666666,1,7.6,2.6,0.32,Dropout
Single,1st phase - general,6,Journalism,Daytime,Sec Ed - 12th,136.0,Portuguese,Basic 2nd cycle,Basic 2nd cycle,Unskilled workers,Unskilled workers,132.9,Yes,No,No,Yes,Male,No,19,No,0,6,10,4,13.25,0,0,6,13,5,11.8,0,7.6,2.6,0.32,Graduate
Single,2nd phase - general,4,Journalism,Daytime,Sec Ed - 12th,129.0,Portuguese,Degree,Sec Ed - 12th,Scientists,Skilled workers,132.5,Yes,No,No,Yes,Male,No,21,No,0,6,7,0,0.0,0,0,6,11,1,10.0,0,10.8,1.4,1.74,Enrolled
Single,Tech diploma,1,Agronomy,Daytime,Tech spec,140.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Admin staff,Admin staff,140.0,Yes,No,No,No,Male,No,21,No,0,6,17,2,12.5,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Change course,1,Marketing Mgmt,Daytime,Sec Ed - 12th,160.0,Portuguese,Unknown,Unknown,Blank,Blank,100.1,No,No,No,No,Male,No,35,No,6,10,10,7,12.142857142857142,0,4,9,9,4,12.25,0,7.6,2.6,0.32,Dropout
Single,Over 23 y/o,1,Vet Nursing,Daytime,Sec Ed - 12th,133.1,Portuguese,Basic 1st cycle,Can read (no school),Other,Skilled workers,128.2,No,No,No,Yes,Male,No,28,No,0,5,8,3,12.0,0,0,5,10,3,11.333333333333334,0,7.6,2.6,0.32,Dropout
Single,2nd phase - general,1,Marketing Mgmt,Daytime,Sec Ed - 12th,140.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Admin staff,Technicians,133.4,No,No,No,Yes,Male,No,24,No,0,6,6,4,11.25,0,0,6,9,4,10.428571428571429,0,10.8,1.4,1.74,Enrolled
Single,1st phase - general,3,Journalism,Daytime,Sec Ed - 12th,142.0,Portuguese,Unknown,Sec Ed - 12th,Services/Sales,Military,136.1,Yes,No,No,No,Male,No,19,No,0,4,8,0,0.0,1,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,2nd phase - general,1,Marketing Mgmt,Daytime,Sec Ed - 12th,138.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Admin staff,Machine operators,123.0,No,No,Yes,No,Male,No,20,No,0,6,7,5,12.4,0,0,6,8,4,13.0,0,13.9,-0.3,0.79,Enrolled
Single,1st phase - general,1,Comm Design,Daytime,Sec Ed - 12th,131.0,Portuguese,Degree,Basic 3rd cycle,Admin staff,Admin staff,130.3,Yes,No,No,Yes,Male,Yes,20,No,0,6,6,6,12.833333333333334,0,0,6,8,6,12.666666666666666,2,16.2,0.3,-0.92,Graduate
Single,1st phase - general,1,Informatics Eng,Daytime,Sec Ed - 12th,160.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Farmers,153.7,No,No,No,Yes,Male,No,19,No,0,5,7,1,13.0,0,0,5,7,2,10.0,0,9.4,-0.8,-3.12,Enrolled
Single,Over 23 y/o,1,Vet Nursing,Daytime,Sec Ed - 12th,110.0,Portuguese,Degree (1st cycle),Sec Ed - 12th,Services/Sales,Farmers,142.5,No,No,Yes,No,Male,No,37,No,5,7,7,5,12.0,0,3,7,7,3,11.666666666666666,0,8.9,1.4,3.51,Dropout
Single,1st phase - general,1,Tourism,Daytime,Sec Ed - 12th,124.0,Portuguese,Basic 1st cycle,Basic 2nd cycle,Unskilled workers,Machine operators,114.6,Yes,No,No,Yes,Male,No,19,No,0,6,13,2,12.0,0,0,6,12,1,13.0,0,7.6,2.6,0.32,Dropout
Single,Over 23 y/o,1,Nursing,Daytime,Sec Ed - 12th,120.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Machine operators,108.5,No,No,No,Yes,Male,No,36,No,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Over 23 y/o,1,Management,Daytime,Other 11th,133.1,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,140.0,No,No,No,Yes,Male,No,29,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
